line,n_px,alpha,w_share_10264_global,w_share_10264_pix,snr_sum,r_sum,cv_ratio_sum,r_vs_sum_sum,snr_wgt_global,r_wgt_global,cv_ratio_wgt_global,r_vs_sum_wgt_global,snr_wgt_pixgain,r_wgt_pixgain,cv_ratio_wgt_pixgain,r_vs_sum_wgt_pixgain,snr_wgt_pixpois,r_wgt_pixpois,cv_ratio_wgt_pixpois,r_vs_sum_wgt_pixpois,gain_wgt_global_pct,gain_wgt_pixgain_pct,gain_wgt_pixpois_pct
Ca,3600,6.032690509867789,0.8853573691303852,0.8849611925228065,19.697799217429466,0.9906579308248894,1.0,1.0,19.97749637731013,0.9909964684478967,1.0044642339694176,0.9999615153243108,19.965272477972434,0.9910142781645439,1.0061329213508814,0.9995563025224146,19.960182138458467,0.9910129080151578,1.006308311375551,0.9995434134819224,1.4199411659814976,1.357883982827368,1.3320418089998176
Ti,3600,2.539555399967894,0.7881054220956804,0.7879846065994139,10.481913771220569,0.9595034328119459,1.0,1.0,10.728394453348097,0.9626253644297044,1.0178184109404371,0.9995223138476672,10.720182223597487,0.9623291040952657,1.0145356832075265,0.9979240979928179,10.722453085071804,0.9622490147301543,1.0132218862873745,0.9978873067853955,2.3514854968972543,2.273138833016497,2.2948034023297037
Fe,3600,1.2375144607884827,0.5875303693586365,0.5782647567783171,9.313906653056515,0.992589192314938,1.0,0.9999999999999998,9.332594667895712,0.9926151149958018,0.9997861821746694,0.9999857309322393,9.316301157885743,0.9924567838469962,0.9910636681471655,0.9986024923414337,9.331270097329847,0.9924749174092351,0.990676686455076,0.9985353079424417,0.20064636178271922,0.025708920203126873,0.1864249333831891
Cu,3600,1.0772724468500072,0.592375963573365,0.5941318294934778,8.122112933689197,0.9826685529901888,1.0,0.9999999999999999,8.214171783495523,0.9829093233308096,0.9958418877854943,0.9998599322090068,8.205900730025084,0.9827404493019266,0.9918806142266786,0.9975841962920884,8.204248078348579,0.9827313444808526,0.9918180176125293,0.9976513813362231,1.1334347423868074,1.0316009764940404,1.0112534180446886
PbLl,3600,0.8596862032658857,0.4874130002548069,0.49197152218610146,5.508837752393535,0.9020539376314278,1.0,0.9999999999999998,5.521429019105923,0.902477658704331,0.999994369694349,0.9999280118646514,5.501345882599761,0.9005513948920071,0.9933756888701109,0.995488856297193,5.506086679071818,0.9007394746008941,0.9935136830225679,0.9954700085432403,0.22856484939890453,-0.13599728528070898,-0.049939269322663016
PbLa,3600,0.7994951361034033,0.5029209092230145,0.495990278208344,34.95206032897899,0.9917385623079408,1.0,0.9999999999999998,34.95603755696335,0.9917326266585911,0.9997050547133254,0.9998485916776655,35.20826198941453,0.9919733127563213,1.007238004867649,0.9877349221779842,35.23273322057867,0.9919806613343175,1.0070117261776965,0.987739777175757,0.011379094528130018,0.7330087497678273,0.8030224512029172
PbLb,3600,0.7270198861462318,0.4704288837971078,0.46582642352393944,32.82780012039252,0.990501041379353,1.0,1.0,32.840336435360314,0.9905058854948875,0.9998942487464423,0.9999124355137059,33.034809212142584,0.9907700905697441,1.008074623612834,0.9868235954283485,33.03530273391982,0.9907720023711611,1.0081634989193926,0.9868207393696102,0.038188105574610276,0.6305908132463456,0.632094178611764
PbLg,3600,0.650190982851234,0.41302447115686636,0.42372953346513004,12.64902088506123,0.9329398189990351,1.0,0.9999999999999999,12.674118679364685,0.9332073932753598,1.0001132993238486,0.9999669158976657,12.534129810705844,0.9342963605953154,1.019997807628582,0.9847439370413303,12.552318603826052,0.9344664468887578,1.0198807980337283,0.9846559775953001,0.19841689354072045,-0.9083001395868928,-0.7645040838645922
